confidence,expected_label,is_sludge,layout_category,recommendations/0,recommendations/1,summary,text_features/0/end_time,text_features/0/start_time,text_features/0/text,text_features/1/end_time,text_features/1/start_time,text_features/1/text,text_tags/0,text_tags/1,video_id,visual_features/0/end_time,visual_features/0/start_time,visual_features/0/text,visual_features/1/end_time,visual_features/1/start_time,visual_features/1/text,visual_features/2/end_time,visual_features/2/start_time,visual_features/2/text,visual_features/3/end_time,visual_features/3/start_time,visual_features/3/text,visual_tags/0,visual_tags/1,visual_tags/2,text_features/2/end_time,text_features/2/start_time,text_features/2/text,text_tags/2,visual_features/4/end_time,visual_features/4/start_time,visual_features/4/text,visual_tags/3,visual_tags/4,text_features/3/end_time,text_features/3/start_time,text_features/3/text,text_features/4/end_time,text_features/4/start_time,text_features/4/text,recommendations/2,text_tags/3,text_features/5/end_time,text_features/5/start_time,text_features/5/text,text_features/6/end_time,text_features/6/start_time,text_features/6/text,visual_features/5/end_time,visual_features/5/start_time,visual_features/5/text,text_features/7/end_time,text_features/7/start_time,text_features/7/text,visual_features/6/end_time,visual_features/6/start_time,visual_features/6/text,visual_features/7/end_time,visual_features/7/start_time,visual_features/7/text,visual_features/8/end_time,visual_features/8/start_time,visual_features/8/text,text_tags/4,text_features/8/end_time,text_features/8/start_time,text_features/8/text,text_features/9/end_time,text_features/9/start_time,text_features/9/text,text_features/10/end_time,text_features/10/start_time,text_features/10/text,text_features/11/end_time,text_features/11/start_time,text_features/11/text,text_features/12/end_time,text_features/12/start_time,text_features/12/text,text_features/13/end_time,text_features/13/start_time,text_features/13/text,text_features/14/end_time,text_features/14/start_time,text_features/14/text,text_features/15/end_time,text_features/15/start_time,text_features/15/text,text_features/16/end_time,text_features/16/start_time,text_features/16/text,text_features/17/end_time,text_features/17/start_time,text_features/17/text,text_features/18/end_time,text_features/18/start_time,text_features/18/text,text_features/19/end_time,text_features/19/start_time,text_features/19/text,text_features/20/end_time,text_features/20/start_time,text_features/20/text
0.9,NON SLUDGE,false,vertical,None - content is coherent and well-structured.,,"The video displays a two-pane layout, with the top pane showing a text message conversation and the bottom pane featuring an animated Joker character laughing. The visual elements are semantically related, forming a coherent meme where the Joker's laughter acts as a reaction to the text exchange.",5,0,"A distinct, maniacal laugh is heard.",,,,maniacal-laugh,,Cl0Y9AQA8_4,5,0,The top pane displays a mobile messaging interface with a text conversation.,5,0,"The bottom pane shows an animated character, the Joker, laughing.",,,,,,,split-screen,animated-character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,NON SLUDGE,false,N/A,None - content is clear and focused.,,"The video displays a single evolving image of fan art being edited, specifically 'fixing proship art' related to South Park characters. The visual content shows the transformation of characters and their associated traits, while background music plays.",13,0,Upbeat background music plays throughout the video.,,,,background music,,Cq8qhf-fVoc,13,0,"The video shows an art editing process, transforming a character's appearance and associated elements.",0.03,0,"Initially, a blonde character is shown with 'they/them' pronouns and various 'likes' including South Park characters and book covers.",0.05,0.03,"The character's appearance and associated details are edited, changing pronouns to 'he/him' and altering 'likes' to include different characters and hand-holding imagery.",0.08,0.05,"The character is further edited, with new thought bubbles and images appearing, including other South Park characters and romantic interactions.",art process,fan art,South Park,,,,,0.13,0.08,"The final visual shows two different South Park characters, one male and one female, in a close-up.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - the video is a single, coherent clip and does not exhibit sludge characteristics.",,"The video features a single animated scene from Family Guy, showing characters interacting in a restaurant setting.",10,0,A male character expresses confusion about someone's identity.,19,11,"Meg identifies her father, Peter, who is in a disguise.",dialogue,character interaction,CtK4h58zpmU,19,0,Animated characters are seated at a table in a restaurant.,19,11,Peter Griffin is shown wearing a conical hat and traditional Chinese attire as a disguise.,,,,,,,animation,restaurant scene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,NON SLUDGE,false,N/A,None - the content is a coherent skit.,,"The video is a comedic skit portraying a 'brainrot school' where a teacher leads students in a pledge to 'John Pork' and administers a nonsensical exam, culminating in the teacher's frustration and flipping a table. The visuals and audio are coherent and part of a single narrative.",0.09,0.01,"The teacher announces it's time for the pledge of allegiance, which students then recite.",0.24,0.19,The teacher announces a final exam and asks for answers.,dialogue,school-themed,D4t35CcxsMA,0.01,0,A young man acting as a teacher yells and acts aggressively.,0.13,0.01,Students perform a 'pledge of allegiance' to a picture of a pig face.,0.27,0.25,A student presents a paper with '9 + 10 = 21' written on it.,0.38,0.31,The teacher sprays deodorant on a student's head.,skit,students,teacher,0.27,0.25,A student presents '9 + 10 = 21' as the correct answer to a math problem.,exaggerated speech,0.56,0.43,The teacher kisses a picture of a potato with a cowboy hat and then flips a table.,basement,,0.35,0.32,The teacher comments on a student's smell and sprays deodorant on him.,0.53,0.51,The teacher declares that all students have failed the exam.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,,,"A video shows a dog first holding an apple, then comically 'surfing' on a large pile of apples using a small board, accompanied by sound effects.",5,0,Sound effects like a 'boing' and animal noises are heard.,,,,animal-sounds,sound-effects,D6QwX4Q5AXY,0.5,0,A dog is seen holding an apple in its mouth.,5,0.5,The dog appears to be 'surfing' on a large pile of red apples with a small board.,,,,,,,dog,apples,surfing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,"None - video is a coherent narrative and not sludge content, despite the engagement-bait text overlay which was ignored per instructions. The audio is repetitive but does not indicate sludge content based on the visual narrative coherence and single layout stream. ",,"A single cartoon animation depicts a continuous, humorous narrative involving a man and a police officer, with a repetitive audio track.",51,0,"Repetitive, rhythmic vocal sound, possibly a song or beat, plays throughout the video.",,,,repetitive sound,,D6RnGzxcpKY,51,0,Cartoon characters engage in a series of humorous and unexpected events.,51,0,"Scenes transition to show the characters in different settings, including a city, police station, and on a boat.",,,,,,,cartoon animation,single narrative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None,,"A father reads modern slang terms from a notebook while his daughter holds water in her mouth, spitting it out into a bucket when he says a 'brainrot' word, as part of a humorous challenge.",4,0,"The daughter introduces the challenge, stating her dad will read words their generation uses.",33,7,"The father reads a series of modern slang terms, including 'Skibidi bop bop yep yep' and 'Sigma boy'.",slang challenge,generational words,D7dBARe3zqU,36,0,"Two individuals, a father and daughter, are seated and interacting.",36,0,The father holds a notebook and reads from it.,36,0,The daughter holds a water bottle and a red Batman-themed bucket.,34,13,The daughter spits water into the bucket as a reaction to the words read by her father.,spitting challenge,father-daughter,indoor setting,34,13,"The daughter reacts with spitting sounds after certain words, indicating they are the 'brainrot' words.",humorous dialogue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,,,"The video features a single continuous gameplay clip from a game similar to Fall Guys, where one character helps another character (wearing a Care Bear skin) navigate a challenging obstacle course to reach the finish line. The audio consists of a song with lyrics.",2,0,The song begins with the phrase 'on another love'.,4,3,The lyrics continue with 'another love'.,music,song-lyrics,D_ZcUHGNQDQ,24,0,A character in a video game is shown on a platform.,18,4,"The character helps another character, dressed as a Care Bear, cross a gap by acting as a bridge.",24,18,Both characters successfully reach the finish line together.,,,,gameplay,stumble-guys,characters,10,7,The song includes the line 'my tears used to fall'.,,,,,,,24,17,The song concludes with the phrase 'I love you for infinity'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,,,"A man in military uniform playfully carries a woman in various locations, including their home, outdoors, a gym, and an escalator, accompanied by happy sounds and music, depicting a continuous and coherent narrative.",10,0,Sounds of surprise and laughter are heard as the man carries the woman.,27,10,Upbeat music with a female vocalist plays during the montage of activities.,laughter,music,Didh4aPLWs,10,0,A man in military uniform carries a woman in his arms.,15,10,"The couple is seen in a bathroom, with the man carrying the woman.",20,15,The man carries the woman while sweeping with a broom outdoors.,23,20,The man carries the woman while lifting a barbell in a gym.,couple,military uniform,playful,37,27,Sounds of packing and zipping a backpack are heard.,sound effects,37,27,The man packs a backpack and puts on a cap.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - content is coherent and focused.,,"The video features a barber braiding the hair of several different children, showcasing his skills. The audio consists of a song with lyrics that humorously align with the visual content, asking 'What about me?' after showing other clients' good braids. The content is a single, coherent narrative and does not display multiple unrelated video streams concurrently.",13,0,A song plays in the background with lyrics about finding something new and choosing someone.,13,7,"The lyrics transition to a repeated question 'What about me?', aligning with the visual humor.",song lyrics,humorous audio,DnrIZlmRP3E,13,0,"A man, presumably a barber, is shown braiding the hair of different children.",13,0,"The video transitions between different clients, showcasing various braid styles.",13,6.5,"The barber smiles and interacts with the camera, holding a microphone, especially when the lyrics 'What about me?' play.",,,,hair braiding,barber,children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - content is coherent and well-presented as a single narrative stream. No sludge detected. ,,"The video features a woman and then a younger woman eating ice cream cones and a cake inside a car, forming a coherent narrative about enjoying desserts. The clips are sequential, not displayed concurrently, and share a clear thematic connection.",2,1,"A woman asks, ""You want one?"" while holding two ice cream cones.",7,6,"The woman exclaims, ""Oh my gash,"" after taking a large bite of ice cream.",dialogue,exclamation,DqngQigQoMc,2,0,A woman receives two ice cream cones from a Dairy Queen drive-thru worker.,8,3,The woman in the driver's seat takes a large bite out of an ice cream cone.,16,14,The woman in the driver's seat takes a large bite out of a chocolate cake.,23,18,A younger woman in the passenger seat eats a piece of cake with a spoon.,eating desserts,in car,ice cream,11,10,"A person asks, ""Mom, do you want a bite?"" while showing a cake.",,25,24,The younger woman in the passenger seat takes a bite of an ice cream cone.,cake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9,NON SLUDGE,true,picture-in-picture,Focus on a single coherent visual narrative.,Avoid combining unrelated video streams for engagement.,"A woman plays piano in the main frame while various unrelated, often meme-like, video clips are displayed in a picture-in-picture format. The piano music changes to match game titles shown in on-screen text, but the visual content of the overlaid clips is unrelated to the main video or each other.",,,,,,,piano music,no speech,DuVgdWdXr7s,24,0,A woman plays the piano in the main frame.,4,0,A man with a beard is shown in a small overlay.,10,4,A muscular man is seen by a pool in an overlay.,16,10,A thin man in a gaming chair appears in an overlay.,piano player,meme clips,layered visuals,,,,,21,16,A young boy with a serious expression is shown in an overlay.,,,,,,,,,,,,,,,,,24,21,A man with a beard and long hair in a pixelated hoodie is shown in an overlay.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,,,"The video presents a coherent narrative, transitioning from a high school gym scene with a large man and a younger Kevin Hart to a 'present day' sequence showing Kevin Hart in an office and then Dwayne 'The Rock' Johnson working out intensely in a gym. The visual elements suggest a character transformation or a story arc, not unrelated concurrent streams. A background song plays throughout the clip.",5,0,Song lyrics about 'cocaine' and 'living in a dark boy' are heard.,10,7,"Lyrics continue with 'on my face, told me you the sin'.",song lyrics,background music,Dz7OBsfbick,10,0,A large man and a younger Kevin Hart are shown in a high school gym setting.,11,10,"A 'Present Day' text overlay appears, followed by Kevin Hart in an office.",17,11,A muscular man (Dwayne Johnson) is seen intensely working out in a gym.,17,14,Close-up shots highlight the man's sweating face and a bull tattoo on his arm.,gym,office,character transformation,17,11,"The song transitions to 'Call me when you want, call me when you need, call me in the morning'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,true,collage,Avoid rapid cuts between unrelated clips to improve viewer experience.,Focus on a single theme or activity within a video.,"The video shows a series of unrelated clips featuring a person eating different types of candy, creating a disjointed and incoherent viewing experience.",,,,,,,,,EJu-_QnGq8g,0.02,0,A person eats gumballs from a toy dispenser,0.03,0.02,A person eats candy from a pink toy dispenser,0.05,0.03,A person eats a liquid candy stick,0.07,0.05,A person eats a pineapple-shaped candy,candy,eating,snack,,,,,0.12,0.07,A person eats roll-up bubble gum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,,,"The video features animated scenes from South Park, showing Mysterion encountering a grotesque monster, followed by Cartman transforming into a similar creature, and concluding with Butters waking up from a nightmare, suggesting a narrative connection between the scenes.",22,0,"Distorted, repetitive speech, possibly saying 'error'.",22,0,Guttural monster sounds are heard.,distorted-speech,monster-sounds,EO6_nuC9m2g,22,0,Mysterion (Kenny) is shown struggling with tendrils in a lab-like setting.,17,1,"A large, grotesque, green monster appears and changes form.",22,18,"Cartman is transformed into a multi-limbed, monstrous entity.",31,25,"Butters wakes up in bed, appearing scared and sweating.",South Park,animation,monster,31,25,Sounds of heavy breathing and gasping from a character.,,,,,nightmare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.95,NON SLUDGE,false,N/A,None - content is coherent and well-edited.,,"The video shows a woman eating an ice cream bar, then replacing it with a bar of soap in the wrapper. She then goes to a supermarket, attempts to take another ice cream bar, but puts it back, all set to a repetitive song about being a criminal.",15,0,"The audio features a repetitive song with the lyrics 'Mama, I'm a criminal'.",,,,song lyrics,criminal theme,FDCN0YqJvmM,2,0,A woman eats an ice cream bar.,4,2,Hands insert a popsicle stick into a bar of soap.,8,4,The woman replaces the ice cream with the soap bar in the wrapper.,12,9,"The woman is seen in a supermarket aisle, taking an ice cream from a freezer.",ice cream,soap,supermarket,,,,,15,12,She puts the ice cream back into the freezer and walks away.,theft attempt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
